================================
GNN training sweep
Job ID: 242698
Task ID: 27
Buffer size: 20
Rollout length: 15
================================
Running GNN sweep: dataset=Net1, buffer=20, rollout=15
Epoch 1/600, Total: 3414.190434, Node: 1563.714553, Link: 1849.620252, Spread: 85.565917
Epoch 2/600, Total: 2004.379124, Node: 1258.365572, Link: 744.962924, Spread: 105.063085
Epoch 3/600, Total: 1964.595387, Node: 1222.596429, Link: 740.955368, Spread: 104.358503
Epoch 4/600, Total: 1946.103596, Node: 1203.966191, Link: 741.131986, Spread: 100.542876
Epoch 5/600, Total: 1907.730331, Node: 1173.442184, Link: 733.317317, Spread: 97.080698
Epoch 6/600, Total: 1882.120402, Node: 1147.835769, Link: 733.342746, Spread: 94.189995
Epoch 7/600, Total: 1850.090808, Node: 1124.550894, Link: 724.630026, Spread: 90.988315
Epoch 8/600, Total: 1852.641709, Node: 1122.044157, Link: 729.733861, Spread: 86.368950
Epoch 9/600, Total: 1817.549788, Node: 1095.958253, Link: 720.754442, Spread: 83.710661
Epoch 10/600, Total: 1795.479853, Node: 1075.802333, Link: 718.882475, Spread: 79.503767
Epoch 11/600, Total: 1790.949046, Node: 1074.437935, Link: 715.751201, Spread: 75.990921
Epoch 12/600, Total: 1765.018277, Node: 1052.167271, Link: 712.123436, Spread: 72.755839
Epoch 13/600, Total: 1760.137195, Node: 1053.482255, Link: 705.959450, Spread: 69.549921
Epoch 14/600, Total: 1763.216780, Node: 1060.678295, Link: 701.865892, Spread: 67.259647
Epoch 15/600, Total: 1738.378839, Node: 1033.319643, Link: 704.420650, Spread: 63.852963
Epoch 16/600, Total: 1741.344304, Node: 1036.779856, Link: 703.965275, Spread: 59.918605
Epoch 17/600, Total: 1727.451310, Node: 1026.971018, Link: 699.914558, Spread: 56.574883
Epoch 18/600, Total: 1723.876530, Node: 1033.579132, Link: 689.761286, Spread: 53.609899
Epoch 19/600, Total: 1732.573515, Node: 1043.283675, Link: 688.779620, Spread: 51.021036
Epoch 20/600, Total: 1719.896618, Node: 1034.872873, Link: 684.528322, Spread: 49.542748
Epoch 21/600, Total: 1716.580613, Node: 1031.346215, Link: 684.766381, Spread: 46.801541
Epoch 22/600, Total: 1708.192094, Node: 1029.014236, Link: 678.729927, Spread: 44.792734
Epoch 23/600, Total: 1719.347442, Node: 1042.333991, Link: 676.584286, Spread: 42.917430
Epoch 24/600, Total: 1690.994289, Node: 1015.543882, Link: 675.041912, Spread: 40.849025
Epoch 25/600, Total: 1697.615305, Node: 1025.369073, Link: 671.855101, Spread: 39.114601
Epoch 26/600, Total: 1691.611320, Node: 1021.717947, Link: 669.516351, Spread: 37.703825
Epoch 27/600, Total: 1703.351372, Node: 1033.025455, Link: 669.967562, Spread: 35.834826
Epoch 28/600, Total: 1690.921557, Node: 1021.601455, Link: 668.973872, Spread: 34.625270
Epoch 29/600, Total: 1745.023199, Node: 1058.463955, Link: 686.228750, Spread: 33.049743
Epoch 30/600, Total: 1679.829001, Node: 1015.796235, Link: 663.723565, Spread: 30.917843
Epoch 31/600, Total: 1651.273385, Node: 996.922078, Link: 654.053571, Spread: 29.773367
Epoch 32/600, Total: 1698.587004, Node: 1024.766921, Link: 673.541237, Spread: 27.884044
Epoch 33/600, Total: 1685.941058, Node: 1025.468393, Link: 660.195426, Spread: 27.724682
Epoch 34/600, Total: 1669.385993, Node: 1010.326279, Link: 658.798484, Spread: 26.123530
Epoch 35/600, Total: 1656.742497, Node: 1000.448157, Link: 656.038962, Spread: 25.536885
Epoch 36/600, Total: 1699.489504, Node: 1027.462750, Link: 671.788182, Spread: 23.856290
Epoch 37/600, Total: 1685.915369, Node: 1022.273345, Link: 663.408291, Spread: 23.374016
Epoch 38/600, Total: 1643.576211, Node: 998.484121, Link: 644.867661, Spread: 22.439886
Epoch 39/600, Total: 1653.538879, Node: 1001.505386, Link: 651.817779, Spread: 21.572292
Epoch 40/600, Total: 1703.411014, Node: 1037.016827, Link: 666.182782, Spread: 21.140549
Epoch 41/600, Total: 1651.106250, Node: 1004.313753, Link: 646.588677, Spread: 20.381439
Epoch 42/600, Total: 1695.974580, Node: 1024.318530, Link: 671.463833, Spread: 19.221127
Epoch 43/600, Total: 1646.816686, Node: 999.354818, Link: 647.277835, Spread: 18.402458
Epoch 44/600, Total: 1674.517409, Node: 1021.895364, Link: 652.441935, Spread: 18.012348
Epoch 45/600, Total: 1612.240918, Node: 976.915483, Link: 635.155987, Spread: 16.947214
Epoch 46/600, Total: 1632.652005, Node: 983.924288, Link: 648.569045, Spread: 15.868059
Epoch 47/600, Total: 1635.950485, Node: 991.366157, Link: 644.430202, Spread: 15.412673
Epoch 48/600, Total: 1662.157866, Node: 1015.204520, Link: 646.803612, Spread: 14.975064
Epoch 49/600, Total: 1656.093710, Node: 1004.872936, Link: 651.079784, Spread: 14.100530
Epoch 50/600, Total: 1623.368502, Node: 981.382958, Link: 641.847584, Spread: 13.796616
Epoch 51/600, Total: 1667.646885, Node: 1014.611665, Link: 652.901726, Spread: 13.349922
Epoch 52/600, Total: 1660.210215, Node: 1011.895478, Link: 648.183959, Spread: 13.080452
Epoch 53/600, Total: 1630.701057, Node: 988.018544, Link: 642.557009, Spread: 12.550075
Epoch 54/600, Total: 1630.495816, Node: 989.391063, Link: 640.982209, Spread: 12.253490
Epoch 55/600, Total: 1624.925171, Node: 981.962478, Link: 642.848919, Spread: 11.378227
Epoch 56/600, Total: 1635.569011, Node: 997.436727, Link: 638.020401, Spread: 11.185976
Epoch 57/600, Total: 1629.584179, Node: 982.920809, Link: 646.557777, Spread: 10.560116
Epoch 58/600, Total: 1612.026031, Node: 976.343467, Link: 635.579347, Spread: 10.319862
Epoch 59/600, Total: 1623.154444, Node: 984.071200, Link: 638.985608, Spread: 9.765923
Epoch 60/600, Total: 1623.767757, Node: 981.486225, Link: 642.186219, Spread: 9.530339
Epoch 61/600, Total: 1655.538677, Node: 1006.166594, Link: 649.276905, Spread: 9.517911
Epoch 62/600, Total: 1581.545232, Node: 964.121247, Link: 617.333693, Spread: 9.028955
Epoch 63/600, Total: 1592.304050, Node: 976.372163, Link: 615.844145, Spread: 8.774557
Epoch 64/600, Total: 1599.775793, Node: 977.759637, Link: 621.930552, Spread: 8.560135
