================================
GNN training sweep
Job ID: 242700
Task ID: 29
Buffer size: 20
Rollout length: 25
================================
Running GNN sweep: dataset=Net1, buffer=20, rollout=25
Epoch 1/600, Total: 4138.744396, Node: 1768.368577, Link: 2369.567730, Spread: 80.807040
Epoch 2/600, Total: 2252.275501, Node: 1298.627890, Link: 952.659937, Spread: 98.769761
Epoch 3/600, Total: 2012.184460, Node: 1270.787669, Link: 740.298987, Spread: 109.781349
Epoch 4/600, Total: 1989.376707, Node: 1245.219486, Link: 743.116453, Spread: 104.072981
Epoch 5/600, Total: 1967.400681, Node: 1228.601960, Link: 737.824441, Spread: 97.426707
Epoch 6/600, Total: 1951.108288, Node: 1212.325654, Link: 737.881341, Spread: 90.127579
Epoch 7/600, Total: 1922.123081, Node: 1191.832241, Link: 729.449877, Spread: 84.097607
Epoch 8/600, Total: 1902.587315, Node: 1177.141852, Link: 724.638476, Spread: 80.697650
Epoch 9/600, Total: 1890.512365, Node: 1167.368820, Link: 722.355728, Spread: 78.780287
Epoch 10/600, Total: 1874.805540, Node: 1154.724061, Link: 719.324125, Spread: 75.736657
Epoch 11/600, Total: 1870.693342, Node: 1151.901762, Link: 718.057999, Spread: 73.356129
Epoch 12/600, Total: 1863.107149, Node: 1145.297958, Link: 717.083922, Spread: 72.523720
Epoch 13/600, Total: 1852.647335, Node: 1129.628686, Link: 722.342042, Spread: 67.658370
Epoch 14/600, Total: 1844.334297, Node: 1129.379041, Link: 714.300774, Spread: 65.446043
Epoch 15/600, Total: 1814.601809, Node: 1101.577049, Link: 712.392170, Spread: 63.256485
Epoch 16/600, Total: 1802.820198, Node: 1093.627931, Link: 708.588838, Spread: 60.343236
Epoch 17/600, Total: 1810.635588, Node: 1102.749974, Link: 707.296360, Spread: 58.929625
Epoch 18/600, Total: 1800.210482, Node: 1091.518003, Link: 708.125989, Spread: 56.648062
Epoch 19/600, Total: 1809.973980, Node: 1096.370543, Link: 713.049757, Spread: 55.366505
Epoch 20/600, Total: 1830.454855, Node: 1101.529118, Link: 728.406667, Spread: 51.909797
Epoch 21/600, Total: 1797.161888, Node: 1089.952263, Link: 706.703381, Spread: 50.625249
Epoch 22/600, Total: 1780.780235, Node: 1076.578156, Link: 703.724487, Spread: 47.761276
Epoch 23/600, Total: 1784.776417, Node: 1073.904561, Link: 710.404548, Spread: 46.728680
Epoch 24/600, Total: 1791.582676, Node: 1077.756303, Link: 713.398294, Spread: 42.808050
Epoch 25/600, Total: 1737.190895, Node: 1040.694229, Link: 696.092976, Spread: 40.370965
Epoch 26/600, Total: 1734.933430, Node: 1040.281129, Link: 694.259198, Spread: 39.312295
Epoch 27/600, Total: 1745.274662, Node: 1048.983856, Link: 695.908465, Spread: 38.234273
Epoch 28/600, Total: 1724.977943, Node: 1033.893911, Link: 690.707040, Spread: 37.700580
Epoch 29/600, Total: 1732.446457, Node: 1039.845063, Link: 692.237723, Spread: 36.369589
Epoch 30/600, Total: 1715.673931, Node: 1026.590859, Link: 688.727468, Spread: 35.562029
Epoch 31/600, Total: 1718.053087, Node: 1034.097756, Link: 683.601876, Spread: 35.347999
