================================
GNN training sweep
Job ID: 242663
Task ID: 35
Buffer size: 25
Rollout length: 25
================================
Running GNN sweep: dataset=Net1, buffer=25, rollout=25
Epoch 1/600, Total: 4026.974819, Node: 1511.139151, Link: 2515.123599, Spread: 71.203503
Epoch 2/600, Total: 2323.831451, Node: 1290.998133, Link: 1031.880721, Spread: 95.258497
Epoch 3/600, Total: 2004.710976, Node: 1268.126310, Link: 735.556331, Spread: 102.835120
Epoch 4/600, Total: 1970.269726, Node: 1232.729128, Link: 736.537766, Spread: 100.282469
Epoch 5/600, Total: 1934.839108, Node: 1198.247848, Link: 735.615764, Spread: 97.548686
Epoch 6/600, Total: 1918.430687, Node: 1183.411666, Link: 734.069834, Spread: 94.916913
Epoch 7/600, Total: 1893.818527, Node: 1157.769584, Link: 735.120945, Spread: 92.801284
Epoch 8/600, Total: 1877.312777, Node: 1142.777236, Link: 733.629799, Spread: 90.573429
Epoch 9/600, Total: 1863.712908, Node: 1131.819460, Link: 731.010088, Spread: 88.331930
Epoch 10/600, Total: 1855.646723, Node: 1124.441335, Link: 730.349053, Spread: 85.633691
Epoch 11/600, Total: 1844.754267, Node: 1114.443643, Link: 729.482904, Spread: 82.773255
Epoch 12/600, Total: 1848.580620, Node: 1115.729615, Link: 732.048683, Spread: 80.234850
Epoch 13/600, Total: 1822.619919, Node: 1093.564549, Link: 728.277005, Spread: 77.840795
Epoch 14/600, Total: 1823.547367, Node: 1091.930101, Link: 730.866601, Spread: 75.065584
Epoch 15/600, Total: 1808.763083, Node: 1082.244481, Link: 725.789376, Spread: 72.923902
Epoch 16/600, Total: 1799.863501, Node: 1071.945068, Link: 727.210619, Spread: 70.781883
Epoch 17/600, Total: 1792.910513, Node: 1065.561170, Link: 726.660732, Spread: 68.861232
Epoch 18/600, Total: 1793.647655, Node: 1066.122397, Link: 726.858275, Spread: 66.697005
Epoch 19/600, Total: 1778.889858, Node: 1051.330753, Link: 726.912688, Spread: 64.645017
Epoch 20/600, Total: 1769.214544, Node: 1044.633445, Link: 723.949940, Spread: 63.118797
Epoch 21/600, Total: 1765.760788, Node: 1039.137403, Link: 726.004660, Spread: 61.872617
Epoch 22/600, Total: 1753.303473, Node: 1029.647797, Link: 723.071314, Spread: 58.434277
Epoch 23/600, Total: 1769.786026, Node: 1043.807902, Link: 725.412685, Spread: 56.539476
Epoch 24/600, Total: 1777.623089, Node: 1054.624159, Link: 722.451155, Spread: 54.777306
Epoch 25/600, Total: 1754.035517, Node: 1029.873161, Link: 723.632288, Spread: 53.007022
