================================
GNN training sweep
Job ID: 242697
Task ID: 26
Buffer size: 20
Rollout length: 10
================================
Running GNN sweep: dataset=Net1, buffer=20, rollout=10
Epoch 1/600, Total: 2936.286163, Node: 1469.852410, Link: 1465.519215, Spread: 91.454066
Epoch 2/600, Total: 1997.557666, Node: 1250.778780, Link: 745.765946, Spread: 101.292425
Epoch 3/600, Total: 1958.098722, Node: 1216.969682, Link: 740.263548, Spread: 86.547667
Epoch 4/600, Total: 1924.967938, Node: 1190.262316, Link: 733.967161, Spread: 73.845664
Epoch 5/600, Total: 1910.688350, Node: 1178.600437, Link: 731.458295, Spread: 62.961827
Epoch 6/600, Total: 1896.512695, Node: 1168.412943, Link: 727.579806, Spread: 51.994947
Epoch 7/600, Total: 1888.789800, Node: 1163.156600, Link: 725.200724, Spread: 43.248507
Epoch 8/600, Total: 1884.292539, Node: 1160.572227, Link: 723.360070, Spread: 36.024655
Epoch 9/600, Total: 1880.990506, Node: 1159.134286, Link: 721.556706, Spread: 29.953155
Epoch 10/600, Total: 1877.426822, Node: 1157.553002, Link: 719.629527, Spread: 24.430046
Epoch 11/600, Total: 1866.656639, Node: 1149.830320, Link: 716.632253, Spread: 19.406853
Epoch 12/600, Total: 1864.303952, Node: 1148.146118, Link: 716.002131, Spread: 15.571201
Epoch 13/600, Total: 1856.558460, Node: 1141.941209, Link: 714.493223, Spread: 12.403553
Epoch 14/600, Total: 1851.485609, Node: 1137.512617, Link: 713.872960, Spread: 10.004598
Epoch 15/600, Total: 1843.840206, Node: 1131.001121, Link: 712.759012, Spread: 8.007885
Epoch 16/600, Total: 1848.087649, Node: 1132.940037, Link: 715.082490, Spread: 6.509640
Epoch 17/600, Total: 1833.633638, Node: 1122.407151, Link: 711.174248, Spread: 5.225597
Epoch 18/600, Total: 1833.671968, Node: 1119.070732, Link: 714.557506, Spread: 4.373435
Epoch 19/600, Total: 1827.626945, Node: 1112.379232, Link: 715.210561, Spread: 3.717435
Epoch 20/600, Total: 1822.432633, Node: 1107.715662, Link: 714.684453, Spread: 3.250121
Epoch 21/600, Total: 1817.200938, Node: 1102.835985, Link: 714.335496, Spread: 2.945412
Epoch 22/600, Total: 1813.542460, Node: 1099.289613, Link: 714.225288, Spread: 2.756170
Epoch 23/600, Total: 1810.345168, Node: 1096.376158, Link: 713.942593, Spread: 2.643272
Epoch 24/600, Total: 1807.515038, Node: 1093.994183, Link: 713.495110, Spread: 2.574863
Epoch 25/600, Total: 1804.888735, Node: 1092.133188, Link: 712.730327, Spread: 2.522775
Epoch 26/600, Total: 1806.040094, Node: 1092.105951, Link: 713.909587, Spread: 2.455719
