================================
GNN training sweep
Job ID: 242669
Task ID: 5
Buffer size: 1
Rollout length: 25
================================
Running GNN sweep: dataset=Net1, buffer=1, rollout=25
Epoch 1/600, Total: 5124.558800, Node: 1736.990402, Link: 3387.568484, Spread: 0.000000
Epoch 2/600, Total: 2292.631626, Node: 1315.318865, Link: 977.312754, Spread: 0.000000
Epoch 3/600, Total: 2017.906796, Node: 1273.276389, Link: 744.630409, Spread: 0.000000
Epoch 4/600, Total: 1985.398327, Node: 1248.309639, Link: 737.088721, Spread: 0.000000
Epoch 5/600, Total: 1958.782455, Node: 1223.685375, Link: 735.097032, Spread: 0.000000
Epoch 6/600, Total: 1913.410534, Node: 1180.371041, Link: 733.039479, Spread: 0.000000
Epoch 7/600, Total: 1881.500576, Node: 1151.445495, Link: 730.055069, Spread: 0.000000
Epoch 8/600, Total: 1857.736143, Node: 1132.034070, Link: 725.702067, Spread: 0.000000
Epoch 9/600, Total: 1844.672546, Node: 1115.774972, Link: 728.897568, Spread: 0.000000
Epoch 10/600, Total: 1823.605244, Node: 1101.091826, Link: 722.513418, Spread: 0.000000
Epoch 11/600, Total: 1819.087767, Node: 1095.388538, Link: 723.699220, Spread: 0.000000
Epoch 12/600, Total: 1799.774530, Node: 1078.555329, Link: 721.219226, Spread: 0.000000
Epoch 13/600, Total: 1814.414877, Node: 1088.849186, Link: 725.565734, Spread: 0.000000
Epoch 14/600, Total: 1782.234589, Node: 1058.292525, Link: 723.942057, Spread: 0.000000
Epoch 15/600, Total: 1764.331936, Node: 1044.046248, Link: 720.285692, Spread: 0.000000
Epoch 16/600, Total: 1763.394335, Node: 1040.528196, Link: 722.866117, Spread: 0.000000
Epoch 17/600, Total: 1760.144781, Node: 1036.742169, Link: 723.402618, Spread: 0.000000
Epoch 18/600, Total: 1755.608978, Node: 1036.199987, Link: 719.408965, Spread: 0.000000
Epoch 19/600, Total: 1745.828045, Node: 1029.606000, Link: 716.222032, Spread: 0.000000
Epoch 20/600, Total: 1743.945057, Node: 1023.837192, Link: 720.107863, Spread: 0.000000
Epoch 21/600, Total: 1741.044847, Node: 1021.961550, Link: 719.083308, Spread: 0.000000
Epoch 22/600, Total: 1736.558485, Node: 1018.885163, Link: 717.673315, Spread: 0.000000
Epoch 23/600, Total: 1735.721832, Node: 1017.812063, Link: 717.909782, Spread: 0.000000
Epoch 24/600, Total: 1733.275986, Node: 1013.188944, Link: 720.087049, Spread: 0.000000
Epoch 25/600, Total: 1734.902950, Node: 1013.618439, Link: 721.284470, Spread: 0.000000
Epoch 26/600, Total: 1727.474155, Node: 1012.017463, Link: 715.456679, Spread: 0.000000
Epoch 27/600, Total: 1732.882250, Node: 1011.931849, Link: 720.950441, Spread: 0.000000
Epoch 28/600, Total: 1734.204399, Node: 1013.448003, Link: 720.756388, Spread: 0.000000
Epoch 29/600, Total: 1723.649639, Node: 1007.804951, Link: 715.844678, Spread: 0.000000
Epoch 30/600, Total: 1729.905724, Node: 1013.550312, Link: 716.355457, Spread: 0.000000
Epoch 31/600, Total: 1721.750610, Node: 1000.899895, Link: 720.850712, Spread: 0.000000
Epoch 32/600, Total: 1730.478395, Node: 1000.572532, Link: 729.905855, Spread: 0.000000
Epoch 33/600, Total: 1714.630421, Node: 1002.333873, Link: 712.296594, Spread: 0.000000
Epoch 34/600, Total: 1725.849314, Node: 1002.055226, Link: 723.794112, Spread: 0.000000
Epoch 35/600, Total: 1717.979868, Node: 1000.462213, Link: 717.517647, Spread: 0.000000
Epoch 36/600, Total: 1707.763842, Node: 990.089526, Link: 717.674301, Spread: 0.000000
Epoch 37/600, Total: 1713.858665, Node: 991.381448, Link: 722.477242, Spread: 0.000000
Epoch 38/600, Total: 1711.167162, Node: 996.748560, Link: 714.418578, Spread: 0.000000
Epoch 39/600, Total: 1704.311584, Node: 986.347983, Link: 717.963607, Spread: 0.000000
Epoch 40/600, Total: 1713.270971, Node: 989.782835, Link: 723.488090, Spread: 0.000000
Epoch 41/600, Total: 1705.574724, Node: 991.892944, Link: 713.681796, Spread: 0.000000
Epoch 42/600, Total: 1705.373381, Node: 987.407745, Link: 717.965647, Spread: 0.000000
Epoch 43/600, Total: 1707.079754, Node: 986.157216, Link: 720.922534, Spread: 0.000000
Epoch 44/600, Total: 1703.789087, Node: 983.984333, Link: 719.804758, Spread: 0.000000
Epoch 45/600, Total: 1698.411877, Node: 984.880964, Link: 713.530892, Spread: 0.000000
Epoch 46/600, Total: 1698.148754, Node: 978.962441, Link: 719.186329, Spread: 0.000000
