================================
GNN training sweep
Job ID: 242668
Task ID: 4
Buffer size: 1
Rollout length: 20
================================
Running GNN sweep: dataset=Net1, buffer=1, rollout=20
Epoch 1/600, Total: 4630.691166, Node: 1640.097389, Link: 2990.593791, Spread: 0.000000
Epoch 2/600, Total: 2084.268486, Node: 1299.736505, Link: 784.531962, Spread: 0.000000
Epoch 3/600, Total: 2009.869257, Node: 1266.512261, Link: 743.357006, Spread: 0.000000
Epoch 4/600, Total: 1967.950748, Node: 1234.822348, Link: 733.128408, Spread: 0.000000
Epoch 5/600, Total: 1934.673054, Node: 1201.525708, Link: 733.147367, Spread: 0.000000
Epoch 6/600, Total: 1895.126303, Node: 1166.885557, Link: 728.240728, Spread: 0.000000
Epoch 7/600, Total: 1866.910994, Node: 1143.364017, Link: 723.546976, Spread: 0.000000
Epoch 8/600, Total: 1844.105434, Node: 1121.861506, Link: 722.243898, Spread: 0.000000
Epoch 9/600, Total: 1818.878901, Node: 1102.240838, Link: 716.638034, Spread: 0.000000
Epoch 10/600, Total: 1801.235775, Node: 1086.541011, Link: 714.694785, Spread: 0.000000
Epoch 11/600, Total: 1788.962784, Node: 1075.809313, Link: 713.153458, Spread: 0.000000
Epoch 12/600, Total: 1780.759706, Node: 1065.551139, Link: 715.208569, Spread: 0.000000
Epoch 13/600, Total: 1777.281248, Node: 1060.426847, Link: 716.854385, Spread: 0.000000
Epoch 14/600, Total: 1768.822559, Node: 1055.165190, Link: 713.657387, Spread: 0.000000
Epoch 15/600, Total: 1754.034626, Node: 1040.036857, Link: 713.997756, Spread: 0.000000
Epoch 16/600, Total: 1746.447372, Node: 1032.813470, Link: 713.633898, Spread: 0.000000
Epoch 17/600, Total: 1737.025810, Node: 1029.441730, Link: 707.584069, Spread: 0.000000
Epoch 18/600, Total: 1739.995506, Node: 1021.934788, Link: 718.060686, Spread: 0.000000
Epoch 19/600, Total: 1725.803562, Node: 1016.941126, Link: 708.862433, Spread: 0.000000
Epoch 20/600, Total: 1721.215328, Node: 1011.955317, Link: 709.260012, Spread: 0.000000
Epoch 21/600, Total: 1719.255985, Node: 1005.859802, Link: 713.396172, Spread: 0.000000
Epoch 22/600, Total: 1704.865553, Node: 1000.510546, Link: 704.355017, Spread: 0.000000
Epoch 23/600, Total: 1708.415020, Node: 1001.218363, Link: 707.196679, Spread: 0.000000
Epoch 24/600, Total: 1700.765215, Node: 998.020214, Link: 702.744982, Spread: 0.000000
Epoch 25/600, Total: 1695.822565, Node: 990.279725, Link: 705.542839, Spread: 0.000000
Epoch 26/600, Total: 1699.018721, Node: 990.972109, Link: 708.046631, Spread: 0.000000
Epoch 27/600, Total: 1696.885267, Node: 991.376275, Link: 705.509009, Spread: 0.000000
Epoch 28/600, Total: 1689.247344, Node: 985.030757, Link: 704.216592, Spread: 0.000000
Epoch 29/600, Total: 1691.471001, Node: 985.510288, Link: 705.960739, Spread: 0.000000
Epoch 30/600, Total: 1682.546698, Node: 979.795417, Link: 702.751265, Spread: 0.000000
Epoch 31/600, Total: 1675.575037, Node: 977.860457, Link: 697.714566, Spread: 0.000000
Epoch 32/600, Total: 1677.362570, Node: 973.703442, Link: 703.659129, Spread: 0.000000
Epoch 33/600, Total: 1678.765280, Node: 976.097563, Link: 702.667727, Spread: 0.000000
Epoch 34/600, Total: 1668.995052, Node: 971.968809, Link: 697.026207, Spread: 0.000000
Epoch 35/600, Total: 1660.834185, Node: 970.237641, Link: 690.596557, Spread: 0.000000
Epoch 36/600, Total: 1664.708378, Node: 969.452778, Link: 695.255581, Spread: 0.000000
Epoch 37/600, Total: 1659.777693, Node: 970.447593, Link: 689.330128, Spread: 0.000000
Epoch 38/600, Total: 1678.084749, Node: 971.550104, Link: 706.534671, Spread: 0.000000
Epoch 39/600, Total: 1660.517732, Node: 967.859808, Link: 692.657913, Spread: 0.000000
Epoch 40/600, Total: 1669.226171, Node: 967.654629, Link: 701.571543, Spread: 0.000000
Epoch 41/600, Total: 1666.896621, Node: 966.761351, Link: 700.135271, Spread: 0.000000
Epoch 42/600, Total: 1663.318853, Node: 965.585845, Link: 697.732988, Spread: 0.000000
Epoch 43/600, Total: 1649.059106, Node: 964.089477, Link: 684.969624, Spread: 0.000000
Epoch 44/600, Total: 1651.162111, Node: 961.285501, Link: 689.876589, Spread: 0.000000
Epoch 45/600, Total: 1660.008140, Node: 962.405086, Link: 697.603043, Spread: 0.000000
Epoch 46/600, Total: 1660.913961, Node: 959.934822, Link: 700.979139, Spread: 0.000000
Epoch 47/600, Total: 1638.247604, Node: 956.990536, Link: 681.257083, Spread: 0.000000
